, 14. Green Curry with Eggplant, Coke Zero (355 mL), IND Zero (355 mL), L5G. Green Curry with Eggplants and Basil Leaves, L7. Eggplant Basil Stir Fry,11. Tom Ka Gai,12. Tom Yum Kung,13. Thai Noodle Soup,15. Yellow Curry with Potato,16 Pieces Cut Rolls,16 Pieces Deluxe Cut Rolls,16. Red Curry with Bamboo Shoots,18. Pad Si Ew,19. Pad Kee Mao,20. Pad Thai,21. Swimming Rama,22. Cashew Stir Fry,23. Garlic Vegetables,25. Thai Fried Rice,26. Veggie Stir Fry with Thai Sweet Basil,27. Ginger Stir Fry,28. Thai Basil Prawns Stir-fry,29. Black Pepper Garlic Prawns,6. Fresh Papaya Salad,7UP,8. Thai Noodle Salad,A1. Crispy Wontons,A2. Spring Rolls,A3. Crispy Tofu,A4. Skewers Chicken Satay,A5 Wagyu Bento (feeds 1-2),A5. Crispy Prawn Wonton,Aburi Duo - 3pc Salmon/3pc Ebi ,Aburi Ebi Oshi - 6pc,Aquafina 500mL,Avocado ,Bacon Cheeseburger,Basmati Rice,Beef Noodle Soup 牛肉金汤面,Bento Box,Betty's Burger ,Betty's Burger Sauce ,Biryani Rice Bowls,Black Sesame Coconut Milk 黑芝麻生椰牛乳,Black Truffle Siu Mai 黑松露烧卖 (3pc),Black glutinous rice with coconut soup椰汁黑糯米,Black sesame paste soup芝麻糊,Bluefin Tuna,Bo Bo Bowl 爆爆碗,Bowl Of Fries,Bowl Of Peri Peri Fries,Bubly Blackberry,Bubly Peach,Burger,Butter Chicken ,C7. 8 Pcs. Chicken Wings,COKE,Call us If you have any questions,Callister Cream Soda,Callister Hibiscus Lemonade,Callister Raspberry Earl Grey,Callister Root Beer,Callister Spruce & Hops,Cha Siu Bao 叉烧包(2pc),Cheeseburger,Chicken  Protein Noodle Soup 鸡汤公仔面,Chicken Cafreal ,Chicken Teriyaki Fried Rice (照燒雞肉炒飯),Chicken Thigh w/spicy soy sauce (椒麻雞排),Chicken Tikka Caesar,Chicken nuggets w/spicy soy sauce on fried rice(椒麻鹹酥雞炒飯),Chicken nuggets w/spicy soy sauce(椒麻鹹酥雞),Chopstick,Cilantro Cream Chicken,Cilantro Cream Paneer,Coke (355 mL),Coke Zero,Combo for 1,Cucumber,Curry Fish Ball 咖喱鱼丸,Diet Coke,Diet Coke (355 mL),Diet Pepsi,Dirty Samosas,Dr. Pepper,Evian Spring Water - 750mL,Extreme Spicy Beef Noodle Soup (麻辣牛肉麵),Family Platter (feeds up to 4),Fork,Fresh Sago Milk Cup 西米冰牛乳,Fried Chicken Nuggets (台式鹽酥雞),Fried Chicken Nuggets Bento(台式鹽酥雞便當),Fried Chicken Nuggets with Fried Rice (台式鹽酥雞炒飯),Fried Chicken Thigh (台式炸雞排),Fried Chicken Thigh Bento(台式雞排便當),Fried Chicken Thigh w/spicy soy sauce Bento(椒麻雞排便當),Fried Chicken Thigh w/spicy soy sauce on Fried Rice (椒麻雞排炒飯),Fried Chicken Thigh with Fried Rice (台式雞排炒飯),Fried Pork Chop (台式炸排骨),Fried Pork Chop Bento(台式排骨便當),Fried Pork Chop with Fried Rice (台式排骨炒飯),Fried Red-Fermented Pork Bento(台式紅糟肉便當),Fried Red-Fermented Pork with Fried Rice (台式紅糟炒飯),Fried fish cake (炸甜不辣 ),Ginger Ale,Ginger Brown Sugar Tofu Pudding 原味豆花,Golden Lemon Chicken Bento(黃金檸檬雞便當),Grass jelly with Coconut soup & Mixed taro ball 大满贯,Green Grape Tofu Pudding 青青爆珠豆花,Grilled Chicken Bento (feeds 1-2),Grilled Onion Cheese Burger ,Honey Sauce Chicken Bento(蜜汁雞便當),House Special Beef Noodle Soup (原汁牛肉麵),IND Coke (355 mL),IND Diet Coke (355 mL),Ice Pop - Mr. Freeze,Indi Baos,Jumbo Mango & pomelo W sago 大杨枝金捞,Jumbo Mango chewy ball芒之丸子,Kheema Ghotala,King Salmon,Kung Paw Chicken Bento(宮保雞丁便當),L1. Pad Thai*,L2. Pad Si Ew*,L3. Pad Prink Khing,L4. Thai Fried Rice*,"L5R. Red Curry with Bamboo Shoots, Bell Peppers and Basil Leaves",L5Y. Yellow Curry with Potatoes Topped with Crispy Shallots,L6. Ginger Stir Fry,L8. Fresh Vegetable Stir Fry in Curry,L9. Cashew Stir Fry,Mac N Cheese × 2,Mac n Cheese,Madras Coconut Chicken,Mango & Coconut with black glutinous rice芒椰黑糯米,Mango & Coconut with mango jelly芒椰芒果爽,Mango & Coconut with red bean芒椰红豆,Mango & Coconut with sago芒椰西米,Mango & pomelo W sago 杨枝金捞,Mango Chewy 多芒小丸子,Mango Coconut with Tofu Pudding 椰芒啵啵甜豆花,Mango Iced Crisp 芒果冻饼,Mango Lassi,Mango Mochi 芒果糯米糍,Mango Pudding with Chewy Ball Mango,Mango Pudding with Small Chewy Ball,Mango Sago 多芒西米捞,Mango crystal jelly 多芒亮晶晶,Mango delightful trio 多芒鸳鸯黑糯米,Mango slush with crystal jelly粒粒芒水晶晶,Mango slush with mango jelly粒粒芒芒果爽,Mango yakult 养乐多芒芒,Marinated Chicken Chop Bento(滷香雞排便當),Marinated Tofu with Meat Sauce (滷香豆腐),Masala Vada Pav ,Matcha Chewy Mixed Sago Coconut Soup 丸丸抹茶西米露,Matcha Sago Milk Cup 抹茶西米牛乳,Matcha Strawberry Milk Cup 抹茶莓莓牛乳,Meet Green Grape 遇见青提,Mixed Matcha Panna Cotta 丸丸抹茶冻,NF2. Sen Lek Pad Si Ew,NF3. Sen Lek Pad Kee Mao,NS5. Yellow Curry Chick Noodle,Natural Coconut Water,One Bowl of Steam Rice (白飯一碗),Oreo Chocolate Iced Crisp 奥利奥冻饼,Oreo Matcha Panna Cotta 奥利奥抹茶冻,PADTHAI Combo for 1,Palak Patta Chaat ,Paneer Butter Masala,Peanut Sauce,PearlCastle - Taiwanese Sausage with Fried Rice (台式香腸炒飯),Pepsi ,Pepsi Zero,Plum Spring Roll Sauce,Pomelo&Mango Sago Soup 杨枝金捞西米露,Pomelo&mango with sago Drink 杨枝金捞,Poutine ,Purple Potato & Taro Milk 紫薯香芋鲜奶,Purple Rice & Taro Milk 紫米芋泥鲜奶,R1. Pad Thai Fried Rice (Choice of protein),Red Bean Fall Tofu Pudding 秋日红豆小丸子豆花,Rice Bowls ,Salmon Oshi - 6pc,Salted Salmon Bento (feeds 1-2),Samosa Pav,San Pellegrino 500ml,Sandwich,Scallion Beef Slices Bento(蔥爆牛肉便當),Scallop,Side dish of Taiwanese Pork Meat Sauce (台式滷肉小份),Small Chewy Ball,Snow Pear 轻乳小吊梨,Spicy Bluefin Tuna,Spicy Crispy Chicken Bento(左宗雞便當),Spicy Fried Chicken Nuggets (香辣鹽酥雞),Spicy Fried Chicken Nuggets Bento(香辣鹽酥雞便當),Spicy Fried Chicken Nuggets with Fried Rice (香辣鹽酥雞炒飯),Spicy Shrimp,Spoon,Sprite,Steamed Beancurd Sheet Rolls 腐皮鲜竹卷 (2pc),Strawberry Milk 草莓牛乳,Sweet Black Sesame Paste with Milk Mochi 鲜奶麻薯芝麻糊,Szechwan Chicken Bento(四川雞便當),Tacos,Taiwanese Meat Sauce on Dried Noodle (肉燥拌麵),Taiwanese Pork Meat Sauce Bento(台式滷肉便當),Taiwanese Sausage (台式香腸),Taiwanese Sausage Bento(台式香腸便當),Tamago ,Tandoori Chicken Power Bowl,Tandoori Chicken Sandwich ,Taro & Chewy Ball Tofu Pudding 芋泥小丸子豆花,Taro Chewy Ball,Taro Chewy Mixed Coconut Soup 满芋西米露,Thai Ice Coffee,Thai Ice Tea,Tom Yam Noodle Soup Bowl 冬阴功汤面,Toro ,Truffle Lobster,Tsukiji Platter (for 2),Unagi,Vada Bao,Vanilla Ice Cream Sandwich,Vegetable Samosa,White Jasmine Rice,White Peach ,Winter Mixed Bowl 白雪甜心,Wonton with Chili Sauce (紅油炒手),Yellow Tail
6ed7f019aea3d159f8568d97e7bc141b45efc8b7437073d00008e449236cea1b,6,0,4,1,0,8,0,0,5,0,0,0,5,4,0,0,5,0,10,0,2,1,1,1,5,0,2,6,3,4,0,1,2,0,7,2,4,0,0,0,4,0,0,0,0,2,2,0,0,8,0,17,5,13,1,1,0,0,44,3,17,0,2,0,0,0,1,0,0,0,1,0,6,0,0,4,1,1,2,2,0,0,14,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,6,2,0,2,10,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,6,0,2,0,0,0,2,1,0,0,0,2,1,0,0,1,8,2,0,4,0,0,0,0,1,1,1,0,0,0,2,0,2,0,11,1,0,0,1,4,0,0,1,0,2,7,0,0,6,8,4,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,11,1,1,0,0
6f22a19a5273655cbc9140de5be1a5949a37dd3a78557be545d6b8691f59a726,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
6f4601c0de71f7b184c141e1b025d6afda84106c57a17c2069654559cceaa488,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6f79e21b2e9395bd001e084d5d4afc17c1236d0c4f268bfe1cebc817dcf5d67b,2,0,2,0,0,4,2,0,0,0,0,0,2,2,8,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,2,0,0,0,0,0,0,1,2,4,0,6,2,6,0,0,0,0,20,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6fa55503e73dc2c7a31ce0137336ffeff6dc6cc0e4f5eecfb17dc4f67654cd1a,2,4,2,0,0,5,0,0,0,0,0,0,0,2,8,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,8,0,6,2,6,0,0,0,0,20,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6fcab411eb7047ed66fe9f7a715bb2c25ef50465fefd4601e5af71d89e5893ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
703fe4ad02c50186a47fc2af198a809ef33f167a921ca99da11a9a5f7266faf8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706d40307b5e14f65a2cd7e1374108c65e8356d3b22b4e8c2039bd2659c4ab49,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
707afb903bc95d4539ae31ce12024b021b7758a18df3615d10c46d0dc60d007b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70bc183f849af1c657ef02ef02b8146257c764528bc3c6a7b55dcc2acd7260ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7110ce5eb2ba6a3c38e109c4478c283337eb1ad1d05913ed4cc1fb86b0bb7029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7134f9e348cbf4ee473b5b6caec48dcd38b8e0a8e32001bb95179a024f9c5b75,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
71ba12491946bb623c1bf8288eacd418adde825a75a972a4d2df74f4a7db1bf5,3,4,3,0,0,6,1,0,0,0,0,3,2,3,12,0,3,0,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,4,9,0,1,0,0,31,0,12,0,0,0,4,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,3,0,2,6,0,0,2,0,0,0,1,0,11,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,4,0,0,3,10,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,1,0,0,0
71be89bd3834f5255c2aeb5b0eca8aa4dfdf34f32694fbb9c32e0229f74f91dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727da36e0483168788898ac2532ba4064441d2fb4612998d66a78818480f59ad,1,0,1,0,0,3,0,0,1,0,1,0,2,1,7,1,1,0,3,0,0,0,0,0,1,0,1,0,1,0,1,0,5,2,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,3,0,4,2,3,0,1,0,0,14,0,5,0,0,1,1,0,1,0,0,0,1,0,2,0,1,1,1,0,3,1,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,3,1,3,0,0,0,0,0,0,1,5,0,0,0,0,1,1,0,0,0,2,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,2,1,0,2,0,1,0,0,0,0,0,1,0,0,0,2,1,0,4,2,1,1,0,0,1,1,0,0,1,1,3,2,2,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,3,1,0,1,1
7290aa1e95e9366c61ccc3a9c73dbf0e6795cd982564b036882b280d2ca17d75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
730164ad18abd8641cca02971526740356d89238b3846496c03d08b0767f886e,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,8,0,0,0,0,0,0,1,0,0,8,0,11,3,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,3,0,0,0,0,0,8,0,1,0,1,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0
737409dd45fab3ef9dcccdb3d96f63f7e6368c5d12fffa905869cec723bafa8a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73db2897e2f81c0fccc1c270567e0b87cff3efc757256be413b554cd74a1a553,2,0,2,0,0,5,0,0,3,0,0,0,3,2,9,0,2,0,4,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,6,2,7,0,0,1,0,20,0,10,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,1,0,0,0,0,0,0,1,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
