,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Black Truffle Siu Mai 黑松露烧卖 (3pc),-0.001540121,0.00081339246,0.001750993,-0.0027896885,0.001011861,-0.0017329118,0.0034450954,0.0037920603,-0.00408281,-0.0026830956,0.00059519376,-0.0028180385,0.00044288882,-0.00030297774,-0.0026560565,0.0047116973,-0.0030782318,0.0020519483,0.0030272044,-0.0014579968,-0.0026404308,0.0013615125,-0.0005828359,0.0037747016,0.0005366677,0.0009943256,0.002484371,-0.0007745218,-0.0020391152,-0.0034911688,0.00019342902,0.0032252222,-0.0010593309,-0.00013758452,0.0011494472,0.0031051182,0.0008879928,-0.0011886086,-0.0027359836,0.0034610063,0.0011692372,-0.0013625408,0.00011529432,-0.0005917068,0.0025933473,0.00016015775,0.0013950063,0.0048346287,0.0009728623,-0.0017438211,0.003224997,0.0024629182,-0.005276742,0.0033295231,0.0024829295,0.0020590704,0.0030701216,0.0021765416,0.0015405138,0.0028896946,-0.0012983275,0.0003325177,-0.0017993815,0.00083838165,-0.0005603905,0.004119728,-0.0017295502,-0.0005948965,-0.0026466239,0.003657819,-0.001082802,0.0028756366,0.0011323803,-0.0025056635,-0.0007336828,0.0053239525,-0.0036319138,0.00087683386,-0.0007479456,0.0019112983,1.7423803e-05,0.0033430567,0.0020029882,0.0014607763,-0.001694416,0.0019511658,0.0001402959,0.0042005708,0.0036057069,0.0050349855,0.0031433331,-0.0017101931,-0.0057499893,0.0019472212,0.0011355216,-0.005568612,0.0027841025,-0.002374287,0.0035755401,-0.0008459338
Black glutinous rice with coconut soup椰汁黑糯米,-0.002826212,0.0005581292,0.0016631185,0.006089794,-0.0008477709,-0.002354862,-0.0010174516,-0.00029075725,-0.003777669,-0.003027712,-9.444387e-06,-0.0026474195,-0.00029163458,0.0023523755,-0.0008637241,0.000983995,0.0026918072,0.002131765,0.0034199625,-0.0008761142,0.0006382445,0.001209349,0.0016251822,0.0011447115,-0.0009587384,0.005720901,-0.0024717709,0.004675929,-0.0009192854,0.0008379421,0.000116199255,0.001904027,-0.0021493698,-0.0053164307,0.00037014604,-0.00072092254,0.0015500284,-0.0010605967,-0.0014970087,0.0025544239,0.0045025544,-0.0068277926,-0.005285606,-0.0006330286,0.0024661152,-0.0019445451,0.002152731,-0.0014425227,-0.00027455567,-0.0019244304,0.0030893271,-0.003463201,-0.0011065252,0.0015193789,-0.0027211197,0.0015787366,-0.004873536,-0.0029672757,-0.00042014723,0.0014909349,-0.00028882807,-0.0025780126,0.00011555664,0.0013948326,0.0013516919,0.0018262597,0.0012302072,0.0015889549,-0.0019061012,0.00541462,-0.0041862614,0.0005946353,0.0029885855,0.0013445673,-0.0013840329,0.0011053059,-0.0024709199,0.0018594502,0.003955982,-0.002396685,-0.0061982167,-0.000303228,0.001879759,-0.0026135778,0.00020498627,-0.002770318,0.0043529333,0.0023847634,0.0008169471,0.00047731926,0.0018764138,6.214186e-05,-0.0003191634,0.0015964881,0.0007074815,-0.0012254142,0.002967067,0.001336088,-0.0007297012,0.003019341
Black sesame paste soup芝麻糊,0.002987875,-0.0002225117,0.004388551,0.007259943,0.0035357624,0.0019849085,0.0006863683,0.0029267417,-0.005562419,-0.00091098354,-0.003586602,-0.003712485,0.0016970192,-0.0014614533,0.0036744038,-0.0012273364,-0.0052557685,-0.0035028812,0.0021635727,-0.0062321494,-0.0008831447,0.0017548371,-0.004235214,0.0046567135,0.001088358,-0.000222528,-0.0039219023,0.0034131315,0.0010560282,-0.0024368635,-0.0027538356,0.0033451903,0.0032876804,-0.0012247977,-0.00013130347,0.005610128,-0.00012321887,-0.0027552382,-0.004800342,0.0041195937,0.0031688544,-0.0005794603,-0.0002844471,-0.0021287638,-0.0032430268,-0.0009739041,-0.0009982574,-0.0024806098,0.00027697533,0.0005046184,-0.0002670578,-0.00013451918,-0.0006738367,0.0014282649,0.0054635815,-0.00044309002,-0.0070799026,0.001710821,-0.0016856771,-0.0012949095,-0.00055213616,0.0035727746,0.0015612175,-0.0008439334,0.0011965471,-0.0010534776,0.0041304855,0.001491909,0.0014827333,0.00018752716,-0.004907007,0.0003788403,-0.0022950969,-0.007363108,0.001518373,0.0007446625,-0.00397142,0.00093288044,0.0046083713,0.002416755,0.00038380997,0.003488302,-0.0010913854,0.0032499067,-0.0034450658,0.0033607688,0.00020390865,0.0028985273,0.0055118585,-0.0055660885,0.0033900407,-0.0007753908,-0.0002148234,0.0019741235,0.0020314981,-0.003756962,-0.0022491163,-0.0011946838,-0.00075710495,0.0011412309
Bluefin Tuna,0.005489164,2.9430958e-05,0.0025698468,0.00072296313,0.008921486,0.0053060725,0.0009744833,0.004909028,-0.0055297506,-0.003465836,-0.008738961,-0.003608719,0.0020472263,0.006458561,-7.155503e-05,-0.00022657415,-0.0064389533,0.00627413,0.0068535153,0.0038622497,0.004427323,-0.008645495,-0.000555906,0.003708513,0.0038049934,-0.0021241964,0.008616837,-0.00270876,-0.0016917689,0.0010286178,-0.0031263304,0.0029556986,-0.0036462657,0.0019999915,0.0044932035,0.0011447156,0.008763516,-0.0013628658,-0.00077253307,-0.0014669385,-0.0035422565,0.0028255996,-0.001727482,-0.0006516194,-0.0006492175,0.0005759674,0.0001328648,0.0072201486,0.0061208243,-0.00074627926,0.0015884773,0.00017004949,0.0049251444,-0.0013762873,8.019153e-05,-0.005233427,-0.0037056487,-0.005190568,-0.00030757533,-0.0009609454,-0.0019841087,0.0035868206,0.0012252642,-0.004394844,-0.008926287,-0.0065418268,-0.00052295404,0.00468191,-0.0047557834,0.007918616,-0.00043194043,0.0015072315,-0.0030722881,-0.0062693516,-0.0021199286,0.00021700774,0.0033351567,0.000422874,0.0032488275,0.0013315898,0.0087572895,-0.0038402292,-0.0062831277,-0.003352128,-0.00057948823,-0.0052570035,0.004339714,0.00028232345,0.0023650732,0.0050489428,-0.0020353142,0.0039410195,-0.0042106747,0.008541223,-0.0001826639,-0.00076733175,-0.0030831578,-0.003380427,0.0030772875,-0.00089470163
Bo Bo Bowl 爆爆碗,-0.0029546856,0.0026861334,0.0012947584,0.00037335826,-0.0027941866,0.00028686185,-0.0019319007,-0.0065145986,0.00689282,0.0052503794,-0.007390987,-0.004448924,0.0022081316,0.0003175424,-0.0002487779,0.007285557,-0.0021090554,-0.001925713,0.0071995812,-0.0031733578,-0.0020228552,0.0032013827,0.0031613521,-0.0035712211,-0.0076895505,0.003112882,0.0056925192,-0.002491631,0.0035058209,-0.002794616,0.0052334736,-0.0005479226,-0.0012935833,0.0037175869,-0.006472013,-0.0005298476,-0.001587148,-0.0019201419,0.002736824,0.0023018438,0.0025977057,-0.00420608,0.0074765347,-0.0077058384,-0.0016669033,-0.00042868534,-0.0033769812,0.0015126199,-0.00082844123,-0.0017306091,0.002927051,6.8044756e-06,0.0024728212,-0.00157901,0.0005037477,0.004856701,0.0027975445,2.6862836e-06,-0.005687292,-0.003479127,0.0044367774,0.0034041386,-0.001844372,0.004262659,0.0038317624,-0.0035663745,0.00033444725,-0.0008573913,-2.6131049e-05,-0.0015961763,0.00106992,-0.003711766,-0.004087521,-0.0012650049,0.008315378,0.0024303086,-0.0014672875,-0.00086343574,0.0056755124,-0.00034530868,-0.0030289446,-0.0032300437,-0.0006343705,0.0063568475,0.0025338633,-0.0051100757,0.0027930397,0.0037485333,-0.0032790736,-0.0016976466,0.004298166,-0.002065587,-0.0012358811,-0.0029927287,-0.004888366,0.00045481115,0.0023705522,-0.001222768,0.0040409793,0.0012663838
Bowl Of Fries,0.0017809431,-0.0069992524,0.0021788718,-0.0021555235,-0.009260548,0.00021147045,-0.0007583117,0.002019516,-0.0030812642,-0.0042310925,-0.001072493,0.001758323,0.0013667876,0.0053688213,-0.00022683541,0.0038096167,0.0011634331,-0.0047869845,0.0046940423,0.0044071767,0.006460504,-0.0011740507,0.0012414297,-0.009117592,-0.0025871454,-0.00090920104,0.0019277403,0.0013843329,-0.0016549873,-0.0011711743,0.0060458668,0.00093262986,-0.0052185147,-0.0019079255,0.00597794,-0.005656611,0.00137641,-0.0027053487,-0.004766498,0.001149908,0.00099277,-0.00016943226,-0.0017216342,-0.0015008701,0.0055404888,-0.003087186,-0.0023060106,0.00012960545,0.00019352045,0.003424505,0.0052346387,0.0036267245,-0.004364623,-0.0007304652,0.002858563,0.0045375093,0.0006883842,0.007368578,-0.0030188821,-0.005844882,-0.0029605988,0.0034191979,-0.0026065044,-0.00031211818,-0.003692706,0.0012877615,0.0017762342,-0.0022250377,0.003756201,0.005214829,-0.0023616424,-0.0022208516,-0.0016580434,-0.0017410395,0.0022725083,0.003289404,0.004158811,-0.0012026,-0.0007645877,0.0025541962,-0.005558945,-0.0025541733,-0.0025630728,0.007861327,-0.0008977536,-0.0012890889,-0.0044458434,0.00225898,0.0013469993,0.0037224237,0.001321929,0.001610089,-9.348387e-05,-0.0015669378,-0.0026931993,-0.0009984155,0.0054733832,0.004209576,0.0019630613,0.0017170351
Bowl Of Peri Peri Fries,0.0027588983,-0.00324431,0.0011429607,-0.0015664272,-0.0045588473,0.00095969124,0.00015510191,0.0049376325,-0.00047746656,-0.0019903108,-0.0018333945,-0.0014219806,-0.002928214,0.0019434523,0.0016040407,0.00535537,0.00095142925,-0.004803148,0.0042753657,0.0010439816,0.0035814042,0.0028352612,0.004071719,-0.005700393,-0.003968872,0.00094710605,0.0050748056,0.0042598513,-0.001805263,0.002129308,0.00738752,-0.0032761407,0.0004471507,-0.0011643141,0.0015082909,-0.0018888168,0.00444935,-0.0045333803,-0.00013954987,-0.001951047,-0.002521258,0.0020667934,-0.0029043758,0.0010231321,0.006344295,0.001984475,0.0008928421,-0.0034701235,0.0014338018,-0.0015308667,0.0030239637,0.0060559595,-0.0046815826,0.0012169484,-0.00063402206,-0.00042651506,0.0036357772,0.005718445,0.0011034576,-0.0023365088,-0.001277975,0.003571038,-0.0049379156,0.0024716326,-0.0040602116,0.0026466388,-0.001128385,-0.00087780505,0.003845462,0.002164169,-0.0044866847,-0.0037116203,-0.004934267,0.0028382305,-0.00033176705,0.0016022734,-0.001109435,-0.0025610363,-0.002431286,0.0027554084,-0.0010886677,-0.00012612688,0.0023896568,0.005526348,0.0034019134,0.0022124667,-0.0015502919,0.0022651292,-0.002159747,0.0012989726,0.0031171946,-0.002252662,0.00082502293,-0.0039609354,0.0023149732,-0.00061136717,0.0036778334,0.00058827933,0.0036402196,-0.0018303301
Bubly Blackberry,0.006240421,-0.004707863,-0.0009832537,-0.003995511,-0.0041587963,-0.0014272786,-0.004135189,-0.0021006386,0.0016256733,0.004716712,-0.0042576753,0.0094624255,-0.0021690815,-0.0047426014,-0.002581203,0.0006766734,-0.00052991236,0.00063773245,-0.0003261962,-0.0057435143,-0.005919789,0.006262822,-0.0010084016,0.003918983,0.0021304388,-0.0022748734,-0.0016803013,-0.0006730682,-0.0047551654,-0.00013724179,-0.0040223193,-0.0018411942,-0.0012754402,-0.0050785937,-0.0032525477,0.002871947,-0.0041924287,0.00056080084,0.006070828,-0.0055851024,-0.003882505,-0.007814009,0.0012105191,0.0060853246,0.0044872505,0.0012585719,-0.0019476777,0.0015015721,-0.0050927997,0.00097541243,-0.0056255665,0.0014162714,0.0044419672,-0.0037943493,-0.0029165235,-0.0051457062,-0.0010005734,-0.00055296463,-0.0031771453,0.0064016893,-0.004810256,-0.0053195506,-0.0030447154,0.0003396836,0.003688457,0.001130088,0.009297591,-6.753905e-05,-0.0054927426,0.0014858337,0.002089664,0.0003418345,0.0010057858,-0.0005807972,0.0043551493,-0.00052068254,-0.008305816,-0.00013115467,0.008178394,-0.0055618975,-0.000681244,0.0047453158,-0.002925259,-5.35734e-05,0.0029885962,-0.00021949905,0.008540783,0.0038873423,-0.0012712888,-0.00023479073,1.5111174e-05,0.0006694866,-0.0013934216,0.00064630806,-0.004921578,0.0050948295,-0.004350145,-0.0061693974,0.00096557493,0.0002642409
Bubly Peach,0.00123588,-7.7079865e-05,-0.0011919178,-0.004966532,-0.0024550618,-0.006697649,0.000869146,-0.0012792393,-0.0045724534,0.0028557575,-0.0021015531,0.0068015973,1.1453114e-05,-0.008262036,0.004070841,0.002198949,-0.0016666392,0.00095927645,-0.004022121,-0.0014765561,-0.00046094332,0.005053963,-0.00020594988,0.0054343017,-0.0003496496,0.00028817344,-0.0017116996,-0.0002469467,0.0028038216,0.0038373922,-0.0017220839,0.0039192676,-0.0047800564,-0.0011959157,-0.0030117878,0.0027671317,0.0021579617,0.0017956675,-0.0002864562,-0.005502497,0.001977861,-0.001657597,0.0020301742,-0.002005299,0.0026153626,0.003429853,-0.0069383197,0.0041742222,-0.0020371971,-0.0034602187,-0.0017393759,-0.002944667,9.482936e-05,-0.0022414564,-0.0072248867,-0.002732711,-0.0032180743,-0.00041752495,-0.0021446631,0.003532512,0.0027938583,0.00044980925,-0.00601295,-0.0036959862,0.008291399,0.006700075,0.008067797,0.0020180868,-0.004142175,-0.0034560766,0.00018565077,0.006196391,0.0013375374,0.007761035,-0.001965386,0.006043095,-0.006355863,0.0081186835,0.0019687973,-0.0072784433,0.0043793474,-0.0004847804,-0.0025966954,0.0059927246,-0.0010895622,0.0016879084,0.0062696845,-0.00045322836,0.0006840346,0.0007456489,0.009226371,0.004383172,-0.005919605,-0.0029259464,0.0017404966,-0.0016935525,0.005221647,-0.005966524,-0.0012424956,0.0026185974
Burger,-0.006513665,0.008915678,-0.0016054253,-0.008329853,0.008009571,-0.0029918395,-0.0013047112,-0.00061441545,0.0028011028,-0.004723621,-0.0002502791,-0.0028608097,0.008758262,0.00688983,0.0010921184,-0.006054656,0.0031184163,0.0011321212,-0.006141718,-0.0057819607,-0.003104586,0.0023723408,-0.008092806,-0.005038552,0.008066453,-0.0037012713,0.00799122,0.00047055,-0.0055773286,-0.004958987,-0.00019929308,0.0045932573,-0.0060738227,-0.0055381823,-0.006839594,0.0067770234,-0.0024042984,0.003981543,-0.001672651,-0.0074609225,-0.0012644579,0.00037256422,0.003600147,-0.008672273,-0.006754624,-0.006574665,0.0029695495,-0.003753459,0.0010666462,0.004120199,0.0044938866,0.0023347475,-0.0028686582,0.000628886,-0.0054167756,-0.0063009127,0.008731598,-0.004043822,-0.009320458,0.0037303255,0.008471473,-0.0001896279,0.0022536905,-0.003525796,-0.004232698,-0.008570032,-0.007843146,-0.00903203,-0.0060223616,0.008535106,0.009432573,-0.0016576344,6.0061084e-05,0.0078697875,0.0013174379,-0.0051258933,0.0026607479,0.0017991135,-0.003779382,-0.004893609,0.009622992,0.0076513095,-0.00858415,-0.00548383,0.0014173663,0.00090888556,-0.008340033,0.00938603,-0.00536341,0.004588718,0.009278566,0.0010983077,0.0041928627,-0.0027295533,-0.009673133,0.0006295108,-0.0010465347,-0.009981335,0.0070181657,-0.0073935506
Butter Chicken ,0.0032663043,-0.0002031916,0.005428884,-7.6649245e-05,-0.0044088517,-0.005742251,0.003673762,0.0055448096,0.0021812504,0.0011160218,0.0051259883,-0.004018877,0.0012008771,0.00062520476,-0.0036995779,-0.0017661578,0.00029617525,-0.0016858489,-0.0005183369,-0.0016628164,0.0037116038,0.0030458784,0.0018879386,-0.002583899,0.0006469104,-0.0017543467,-0.00474007,0.0029087968,-0.0021901429,-0.0043389937,-0.0015227464,0.00052794395,0.005245619,-0.0010780869,-0.00065861474,-0.003629347,0.006117614,-0.005091194,0.004258473,-0.0060170265,-0.0031246196,0.00053058565,-0.0047828797,0.0005781306,0.0044332207,0.0022828137,-0.0008874221,0.009024186,0.0045050895,0.0035875386,-0.005190717,-0.0019059144,-0.0018282494,-0.0028406843,0.0062940298,-0.0019313252,0.0057790997,-0.007286216,-0.005117831,0.0068181655,2.3818517e-05,-0.0018142016,-0.0009773748,-0.0041156076,0.0020695396,0.0005152934,0.0011470302,0.00163189,0.00096455554,0.0047028707,0.00025344687,-0.00030013593,-0.0023896415,-0.0008614834,-0.00079904124,-0.0036616593,0.0064138984,-0.004243477,-0.004275457,-0.007388506,-0.0023418255,0.0050436733,-0.0002786673,0.008523637,0.0017878173,-0.0025298365,0.006071667,-0.0017303452,0.0006517685,0.004378219,0.0038026078,-0.002822756,0.004353145,0.0024258196,0.008549146,0.0022704839,-0.0070818346,-0.006285562,-0.0004439664,0.00064292364
C7. 8 Pcs. Chicken Wings,-0.004499312,-0.0007696911,0.006161466,0.005572963,-0.0036676715,-0.0051980726,-0.001711483,0.0035417434,-0.0018063636,-0.0063133207,0.0001166213,0.0017228451,-0.0010789816,0.00423454,-0.0022078205,0.003929243,-0.0005740179,-0.00036985893,-0.0021513451,-0.003423755,0.0016173908,-0.0016183535,0.004800988,-0.0038144449,-0.00097237714,0.0015879954,-0.0014762925,0.0057704733,-0.00085129,0.0049987943,-0.00712985,-0.00014187046,-0.0016305265,-7.777847e-05,-0.0036206103,0.0019673817,0.0028498264,0.00079788297,0.00045060428,-0.0020033405,-0.007900875,0.005394488,-0.0024944919,-0.0064937756,0.004846053,1.6271913e-05,-0.0040770844,0.00066792016,0.005089823,3.1992535e-05,-0.0001695853,9.514089e-05,0.0033184756,-0.0026552612,0.008164787,0.0010424037,0.005489846,-0.0063745365,-0.000104803905,0.00054487877,-0.0052342787,-0.002376567,0.0016707102,-0.00072827627,-0.0030991484,-0.0020861023,9.807835e-06,0.00523531,0.0007552087,0.0034554496,0.00013067604,-0.0017369849,-0.0009920523,-0.0023324648,0.002133983,0.0035078917,0.002131548,-8.225845e-05,-0.0012944107,-0.00243505,0.0022358398,-0.0043129236,0.0014426867,0.0059274794,-0.00040783142,-7.325519e-05,0.00033328598,-0.0021887997,0.0022461016,0.0030415775,0.003435282,0.0002611708,0.0015920597,0.0010047215,0.0062918444,0.0019387422,0.0019861022,-0.0036983818,0.00036290265,0.0033319981
COKE,0.0013320735,0.006561883,0.010005246,0.009066534,-0.008014953,0.006430524,-0.0057033845,-0.00089707033,0.00041781552,0.006602113,0.004470253,0.0045675067,0.00950332,0.0003890143,-0.006033541,-0.006336242,0.006466941,-0.005303488,-0.0028544033,0.004033937,-0.00227397,-0.0060003707,-0.0022954266,0.0012001782,0.0021206632,0.0061322222,-0.005258306,0.0030868473,0.007220729,0.002184561,0.005411584,-0.0048783394,0.006180942,-0.007673431,0.0035035755,-0.00927835,-0.0025915478,-0.009126261,-0.0016524588,-0.0054182485,-0.0039283102,0.0010781026,0.002791434,-0.0015354238,-0.00813633,-0.005933803,0.00077666197,-0.0039925077,-0.009454067,-0.000791956,0.0066798734,0.005974069,-0.009928365,0.003113474,-0.0060248477,-0.009167939,0.00018833418,-0.00033417542,-0.00697478,-0.0062651746,-0.002463034,0.0070908815,-0.0075496617,0.007713986,-0.00054129295,0.0011022293,0.009532426,0.004787193,-0.0035905298,0.0037813173,0.003487426,0.006317857,9.025104e-05,-0.004442461,0.0014109679,-0.00539163,0.0014375771,0.004952216,0.0051073874,0.009230462,-0.0075693424,-0.005381085,0.006478557,0.0013935906,-0.0066595525,0.00082272163,0.002654038,-0.0024272508,-0.00494155,0.004951196,0.009659968,-0.0073403036,-0.000114927876,-0.0025738855,-0.0063319886,-0.0013422298,-0.0052184598,0.009022921,-0.005775195,0.0037210924
Call us If you have any questions,-0.001291815,0.0015681532,-0.0037599264,0.0033964922,0.0024960174,0.0015881244,0.00067260343,-0.0020948742,0.0007126709,-0.0038312927,0.002342617,-0.0011845498,-0.0004531112,0.000845603,-0.00021007012,0.0022473969,-0.0016346758,-0.0032046572,0.0003799006,0.0009117867,-0.0024862848,0.002102845,0.005317385,0.00441404,0.0022052433,0.0015290632,-0.0011726639,0.0025394757,-0.00016394335,-8.373305e-05,0.00028155698,-0.0024427217,0.0015697645,0.0012067335,-0.0014268681,-0.0015148709,0.0032508087,0.0008448361,-0.0012650576,-0.00027060715,-0.001623596,-0.0036207892,-0.0010572241,-0.00260548,-0.0016304369,-0.0023496386,0.0022323714,-0.0012799533,0.0007138162,0.003932739,-0.0008370692,0.00010195368,0.0013486642,-0.0015525805,0.00066114217,-0.0021023038,0.0026947774,0.0017106805,-0.00013498802,0.0010178894,-0.0023085265,-0.000722614,-0.001354429,-0.0014759905,0.0011623552,0.0010008708,0.0020366095,-0.00024018715,-0.00045087183,0.0034421831,-0.002998658,0.002758932,0.0023441655,-0.001726808,-0.0013073925,-0.0028348847,0.0059462003,-0.0009869745,0.0003391177,8.7451124e-05,-0.0010943013,-0.002549544,-0.003310059,0.0007366319,-0.0005159556,-0.0033820935,-0.0005814691,0.0009922194,-0.00074118684,0.0016815254,0.0015294944,0.0014235098,0.00069689995,0.003607516,0.002525565,0.0011577714,-0.0020635347,0.0032370933,-0.0033426767,0.0022484267
Callister Cream Soda,-0.0020933847,-0.00049145165,-0.0070425593,-0.0025094503,-0.0014477341,-1.0438108e-05,-0.00066376635,-0.0039169095,0.003278624,0.004971812,-0.004155062,-0.00087869115,-0.0038852086,-0.0006224155,0.0014176589,0.0008627561,-0.0020941363,-0.0020979848,0.0052817618,0.0013838802,0.0032939073,-0.0015124037,0.00043075936,-0.0010636927,-0.0019687042,0.0015009005,0.0043365085,0.000926575,-0.0016354738,-0.002783249,-0.0011735228,0.0014539668,-0.0010590502,-0.0019010674,-0.0011166987,0.0029610398,-0.00043274523,0.0024295002,-0.0016665439,0.0023343796,-0.001066184,0.0018012993,0.0024991937,-0.0034286063,-0.0022638177,-0.007936523,-0.0034430863,0.004528214,0.0014152997,-4.6723522e-05,-0.0010885609,0.0024127152,0.0008181029,-0.0005680565,0.0026130823,-0.00076339283,-0.0030396215,-0.00033564758,0.00047023004,-0.0022399172,-0.00046317,-0.00011952509,-0.006412877,-0.0046172305,0.0028626935,-0.00080060074,-0.00046397312,0.0021186762,0.00032667085,-0.0013277876,0.0007343267,0.005306432,0.00076594745,0.0037583755,0.0006038002,0.00014205898,-1.4085323e-05,-0.0009970159,0.0008466638,0.0015591899,-0.007310484,-0.00047522734,-0.0023551024,0.00037233834,-1.757002e-05,-0.008516271,0.00085180596,0.00090771104,-0.00035691168,-0.0035758156,0.002737157,0.0023716139,0.004838157,-6.632259e-05,0.00274814,0.0017147837,0.00069238525,0.001830195,-0.0051644407,-0.00397798
Callister Hibiscus Lemonade,0.00016564496,0.0021133411,0.002533554,-0.0013283534,0.0014706395,-0.0005744935,0.003506115,0.0001616114,0.0026133058,0.003932586,0.002125046,-0.0016214413,0.0013999216,-0.0010174119,0.0011411919,-0.0039564697,-0.0054434245,0.004594259,0.0042813704,0.00061377225,0.0036672242,-0.0028306276,-0.0022910659,-0.0005405153,0.0014200514,-0.0021270688,-0.00039422474,0.00034755204,-0.004502476,-0.0024599226,-0.0034258186,5.1908195e-05,0.008018055,0.002739748,-0.0003646364,0.008272927,0.00507508,0.0041049095,-0.0063730064,-0.0009054363,-0.0017802768,0.001307706,-0.000823871,-0.0035107948,0.0024049033,-0.00024236429,0.0029224064,-0.0025402317,0.0032413732,-1.9669067e-05,0.0026030443,-0.003116171,-0.0077804835,-0.0025340526,0.0006666525,0.0016718524,0.0005940126,-0.00088527077,-0.00014843915,-0.0066626444,-0.0025714585,-0.000469026,-0.0066330433,0.0012685045,-0.0013668366,0.0011659351,-0.0022175498,0.003924786,-0.0028866527,-0.0024854587,0.00042203083,0.0009353282,0.0017436532,-0.001357411,0.00455764,-0.0016275063,0.003665285,0.0009395855,0.0016044751,0.0016835422,-0.0011859728,-0.0016896725,0.00092972413,-0.0013591531,0.003923045,-0.005186129,-0.0014111972,0.00015744234,-0.00413318,4.2658416e-05,-0.0012128942,0.006099054,0.0005570566,0.00088367873,0.003415333,0.001874863,-0.0011747807,0.0072587305,-0.0043655355,0.0028266588
Callister Raspberry Earl Grey,-0.0008873211,-0.0010400628,0.0025032829,0.0032038428,-0.00067688175,0.004566946,0.0044333693,0.005092408,0.0039782356,0.0014275786,-0.0026695663,0.0027979885,0.0003883536,-0.0019610622,-0.003705737,0.0030015758,0.00028518538,0.0067160837,0.00034047646,-0.00044350696,-0.005679574,-0.0044659004,0.000131128,0.0010832732,0.000813946,-0.0025852951,-0.0026423773,-0.0038351913,-0.0014515133,-0.00163134,-0.0017087106,0.003582759,0.004606549,-0.00016331134,-0.001193275,0.0007901605,-0.0044114073,0.0035088258,-0.008587876,0.0052686376,0.00045033311,-0.0022520283,0.0034408525,0.0034628895,0.0016289235,-0.0033508644,0.0028007114,0.0025217715,-0.0022473205,0.0019872952,-0.0019446539,-0.0020713988,0.001050332,0.0009269103,-0.001248964,0.0027999799,-0.0014421003,0.0024228557,0.0036610756,-0.0063390257,0.0013693557,-0.00285564,-0.0023379968,-0.0029359465,-0.0007589039,-0.002802616,-0.00040661934,0.005429345,-0.0052021025,-0.0036419518,0.0060250806,0.0030055866,0.00039021508,-0.0023516214,0.0023692036,0.0064608944,0.003111282,0.0016765103,-0.0013680479,0.0017206463,-0.0018568491,-0.0010816122,0.00013130646,-0.00402057,-0.0037691118,-0.003694336,0.0015162831,0.0051688245,0.0044021616,0.0010338399,-0.00026004785,0.002983632,0.0012707891,0.0060077584,-0.0012689463,0.005461113,0.0023405764,0.0040927352,-0.0017085858,-0.002252114
Callister Root Beer,0.0024103187,0.0052973065,-0.0027639514,-0.001968126,0.00045189416,-0.0012929993,0.0047216113,0.0034072467,-0.0017942245,-0.0018242666,-0.0027168829,-0.004126606,0.0046297875,-0.00090128515,-0.0027311442,-0.003771319,0.0010133842,0.0017826468,0.0024527574,-0.00322935,-0.005305175,-0.001290409,-0.00775863,-0.0037035446,0.001290853,0.00021910605,0.0027185045,-0.007354912,-0.0027248908,-0.001932948,-0.0020632208,0.004461065,0.0044494905,-0.005484221,-0.005808865,0.0041810726,0.0024915414,-0.0013974017,-0.005880849,-0.0014905916,-0.002295057,0.0015335373,0.0018413458,-0.003938881,0.00670209,-0.0030397058,0.0025487393,0.00058980816,0.00093058945,0.0070241145,-0.00031819814,0.00074098055,-0.0030655314,-0.0024906364,2.9047796e-05,-0.008152653,-0.0012330025,-0.00012828875,0.00017825235,-0.0013445258,0.0011227984,-0.002734152,-0.0044400073,-9.143042e-05,-0.0034396884,-0.002612237,0.0044364706,0.0053290576,0.003743389,0.001028888,0.00021479139,-0.0007750231,-0.0037286144,0.0048537944,0.004028004,0.0029434692,0.0022344163,0.0028650193,0.002561635,-0.003274128,-0.0006056333,0.0021156527,-0.0050084135,-0.0012707174,0.0025556926,-0.0048188735,0.0023811113,0.0003660038,-0.00078793085,0.00298791,-0.004015274,0.00057111954,0.0018193241,0.0031852967,-0.00011983296,0.0007900695,0.0061786124,-6.0820952e-05,0.0009243386,-0.0037149636
